 wl,n
8224.04,1.01E-05
8230.87,1.01E-05
8237.7,1.01E-05
8244.54,1.00E-05
8251.37,1.00E-05
8258.2,9.99E-06
8265.03,9.97E-06
8271.86,9.94E-06
8278.69,9.92E-06
8285.52,9.89E-06
8292.35,9.87E-06
8299.18,9.84E-06
8306.01,9.82E-06
8312.84,9.79E-06
8319.67,9.77E-06
8326.5,9.74E-06
8333.33,9.72E-06
8340.16,9.70E-06
8346.99,9.67E-06
8353.83,9.65E-06
8360.66,9.62E-06
8367.49,9.60E-06
8374.32,9.57E-06
8381.15,9.55E-06
8387.98,9.53E-06
8394.81,9.50E-06
8401.64,9.48E-06
8408.47,9.46E-06
8415.3,9.43E-06
8422.13,9.41E-06
8428.96,9.38E-06
8435.79,9.36E-06
8442.62,9.34E-06
8449.45,9.31E-06
8456.28,9.29E-06
8463.11,9.27E-06
8469.95,9.25E-06
8476.78,9.22E-06
8483.61,9.20E-06
8490.44,9.18E-06
8497.27,9.15E-06
8504.1,9.13E-06
8510.93,9.11E-06
8517.76,9.09E-06
8524.59,9.06E-06
8531.42,9.04E-06
8538.25,9.02E-06
8545.08,9.00E-06
8551.91,8.98E-06
8558.74,8.95E-06
8565.57,8.93E-06
8572.4,8.91E-06
8579.23,8.89E-06
8586.07,8.87E-06
8592.9,8.84E-06
8599.73,8.82E-06
8606.56,8.80E-06
8613.39,8.78E-06
8620.22,8.76E-06
8627.05,8.74E-06
8633.88,8.72E-06
8640.71,8.70E-06
8647.54,8.67E-06
8654.37,8.65E-06
8661.2,8.63E-06
8668.03,8.61E-06
8674.86,8.59E-06
8681.69,8.57E-06
8688.52,8.55E-06
8695.36,8.53E-06
8702.19,8.51E-06
8709.02,8.49E-06
8715.85,8.47E-06
8722.68,8.45E-06
8729.51,8.43E-06
8736.34,8.41E-06
8743.17,8.39E-06
8750,8.37E-06
8756.83,8.35E-06
8763.66,8.33E-06
8770.49,8.31E-06
8777.32,8.29E-06
8784.15,8.27E-06
8790.98,8.25E-06
8797.81,8.23E-06
8804.64,8.21E-06
8811.48,8.19E-06
8818.31,8.17E-06
8825.14,8.15E-06
8831.97,8.13E-06
8838.8,8.11E-06
8845.63,8.09E-06
8852.46,8.07E-06
8859.29,8.05E-06
8866.12,8.03E-06
8872.95,8.01E-06
8879.78,8.00E-06
8886.61,7.98E-06
8893.44,7.96E-06
8900.27,7.94E-06
8907.1,7.92E-06
8913.93,7.90E-06
8920.77,7.88E-06
8927.6,7.87E-06
8934.43,7.85E-06
8941.26,7.83E-06
8948.09,7.81E-06
8954.92,7.79E-06
8961.75,7.77E-06
8968.58,7.76E-06
8975.41,7.74E-06
8982.24,7.72E-06
8989.07,7.70E-06
8995.9,7.68E-06
9002.73,7.67E-06
9009.56,7.65E-06
9016.39,7.63E-06
9023.22,7.61E-06
9030.05,7.59E-06
9036.89,7.58E-06
9043.72,7.56E-06
9050.55,7.54E-06
9057.38,7.52E-06
9064.21,7.51E-06
9071.04,7.49E-06
9077.87,7.47E-06
9084.7,7.46E-06
9091.53,7.44E-06
9098.36,7.42E-06
9105.19,7.40E-06
9112.02,7.39E-06
9118.85,7.37E-06
9125.68,7.35E-06
9132.51,7.34E-06
9139.34,7.32E-06
9146.17,7.30E-06
9153.01,7.29E-06
9159.84,7.27E-06
9166.67,7.25E-06
9173.5,7.24E-06
9180.33,7.22E-06
9187.16,7.20E-06
9193.99,7.19E-06
9200.82,7.17E-06
9207.65,7.15E-06
9214.48,7.14E-06
9221.31,7.12E-06
9228.14,7.11E-06
9234.97,7.09E-06
9241.8,7.07E-06
9248.63,7.06E-06
9255.46,7.04E-06
9262.3,7.03E-06
9269.13,7.01E-06
9275.96,6.99E-06
9282.79,6.98E-06
9289.62,6.96E-06
9296.45,6.95E-06
9303.28,6.93E-06
9310.11,6.92E-06
9316.94,6.90E-06
9323.77,6.88E-06
9330.6,6.87E-06
9337.43,6.85E-06
9344.26,6.84E-06
9351.09,6.82E-06
9357.92,6.81E-06
9364.75,6.79E-06
9371.58,6.78E-06
9378.42,6.76E-06
9385.25,6.75E-06
9392.08,6.73E-06
9398.91,6.72E-06
9405.74,6.70E-06
9412.57,6.69E-06
9419.4,6.67E-06
9426.23,6.66E-06
9433.06,6.64E-06
9439.89,6.63E-06
9446.72,6.61E-06
9453.55,6.60E-06
9460.38,6.58E-06
9467.21,6.57E-06
9474.04,6.56E-06
9480.87,6.54E-06
9487.7,6.53E-06
9494.54,6.51E-06
9501.37,6.50E-06
9508.2,6.48E-06
9515.03,6.47E-06
9521.86,6.46E-06
9528.69,6.44E-06
9535.52,6.43E-06
9542.35,6.41E-06
9549.18,6.40E-06
9556.01,6.39E-06
9562.84,6.37E-06
9569.67,6.36E-06
9576.5,6.34E-06
9583.33,6.33E-06
9590.16,6.32E-06
9596.99,6.30E-06
9603.83,6.29E-06
9610.66,6.27E-06
9617.49,6.26E-06
9624.32,6.25E-06
9631.15,6.23E-06
9637.98,6.22E-06
9644.81,6.21E-06
9651.64,6.19E-06
9658.47,6.18E-06
9665.3,6.17E-06
9672.13,6.15E-06
9678.96,6.14E-06
9685.79,6.13E-06
9692.62,6.11E-06
9699.45,6.10E-06
9706.28,6.09E-06
9713.11,6.07E-06
9719.95,6.06E-06
9726.78,6.05E-06
9733.61,6.04E-06
9740.44,6.02E-06
9747.27,6.01E-06
9754.1,6.00E-06
9760.93,5.98E-06
9767.76,5.97E-06
9774.59,5.96E-06
9781.42,5.95E-06
9788.25,5.93E-06
9795.08,5.92E-06
9801.91,5.91E-06
9808.74,5.90E-06
9815.57,5.88E-06
9822.4,5.87E-06
9829.23,5.86E-06
9836.07,5.85E-06
9842.9,5.83E-06
9849.73,5.82E-06
9856.56,5.81E-06
9863.39,5.80E-06
9870.22,5.78E-06
9877.05,5.77E-06
9883.88,5.76E-06
9890.71,5.75E-06
9897.54,5.74E-06
9904.37,5.72E-06
9911.2,5.71E-06
9918.03,5.70E-06
9924.86,5.69E-06
9931.69,5.68E-06
9938.52,5.66E-06
9945.36,5.65E-06
9952.19,5.64E-06
9959.02,5.63E-06
9965.85,5.62E-06
9972.68,5.60E-06
9979.51,5.59E-06
9986.34,5.58E-06
9993.17,5.57E-06
10000,5.56E-06
