wavenumber,k
4308.47,7.61E-05
4311.31,7.61E-05
4314.15,7.62E-05
4316.98,7.62E-05
4319.82,7.63E-05
4322.66,7.64E-05
4325.5,7.64E-05
4328.33,7.65E-05
4331.17,7.65E-05
4334.01,7.66E-05
4336.85,7.67E-05
4339.68,7.67E-05
4342.52,7.68E-05
4345.36,7.68E-05
4348.2,7.69E-05
4351.03,7.70E-05
4353.87,7.70E-05
4356.71,7.71E-05
4359.55,7.71E-05
4362.38,7.72E-05
4365.22,7.73E-05
4368.06,7.73E-05
4370.9,7.74E-05
4373.73,7.74E-05
4376.57,7.75E-05
4379.41,7.76E-05
4382.25,7.76E-05
4385.08,7.77E-05
4387.92,7.77E-05
4390.76,7.78E-05
4393.6,7.79E-05
4396.43,7.79E-05
4399.27,7.80E-05
4402.11,7.80E-05
4404.95,7.81E-05
4407.78,7.82E-05
4410.62,7.82E-05
4413.46,7.83E-05
4416.3,7.83E-05
4419.13,7.84E-05
4421.97,7.85E-05
4424.81,7.85E-05
4427.64,7.86E-05
4430.48,7.86E-05
4433.32,7.87E-05
4436.16,7.88E-05
4438.99,7.88E-05
4441.83,7.89E-05
4444.67,7.89E-05
4447.51,7.90E-05
4450.34,7.91E-05
4453.18,7.91E-05
4456.02,7.92E-05
4458.86,7.92E-05
4461.69,7.93E-05
4464.53,7.94E-05
4467.37,7.94E-05
4470.21,7.95E-05
4473.04,7.96E-05
4475.88,7.96E-05
4478.72,7.97E-05
4481.56,7.97E-05
4484.39,7.98E-05
4487.23,7.99E-05
4490.07,7.99E-05
4492.91,8.00E-05
4495.74,8.00E-05
4498.58,8.01E-05
4501.42,8.02E-05
4504.26,8.02E-05
4507.09,8.03E-05
4509.93,8.03E-05
4512.77,8.04E-05
4515.61,8.05E-05
4518.44,8.05E-05
4521.28,8.06E-05
4524.12,8.07E-05
4526.96,8.07E-05
4529.79,8.08E-05
4532.63,8.08E-05
4535.47,8.09E-05
4538.31,8.10E-05
4541.14,8.10E-05
4543.98,8.11E-05
4546.82,8.11E-05
4549.66,8.12E-05
4552.49,8.13E-05
4555.33,8.13E-05
4558.17,8.14E-05
4561.01,8.15E-05
4563.84,8.15E-05
4566.68,8.16E-05
4569.52,8.16E-05
4572.36,8.17E-05
4575.19,8.18E-05
4578.03,8.18E-05
4580.87,8.19E-05
4583.7,8.19E-05
4586.54,8.20E-05
4589.38,8.21E-05
4592.22,8.21E-05
4595.05,8.22E-05
4597.89,8.23E-05
4600.73,8.23E-05
4603.57,8.24E-05
4606.4,8.24E-05
4609.24,8.25E-05
4612.08,8.26E-05
4614.92,8.26E-05
4617.75,8.27E-05
4620.59,8.28E-05
4623.43,8.28E-05
4626.27,8.29E-05
4629.1,8.29E-05
4631.94,8.30E-05
4634.78,8.31E-05
4637.62,8.31E-05
4640.45,8.32E-05
4643.29,8.32E-05
4646.13,8.33E-05
4648.97,8.34E-05
4651.8,8.34E-05
4654.64,8.35E-05
4657.48,8.36E-05
4660.32,8.36E-05
4663.15,8.37E-05
4665.99,8.37E-05
4668.83,8.38E-05
4671.67,8.39E-05
4674.5,8.39E-05
4677.34,8.40E-05
4680.18,8.41E-05
4683.02,8.41E-05
4685.85,8.42E-05
4688.69,8.42E-05
4691.53,8.43E-05
4694.37,8.44E-05
4697.2,8.44E-05
4700.04,8.45E-05
4702.88,8.46E-05
4705.72,8.46E-05
4708.55,8.47E-05
4711.39,8.48E-05
4714.23,8.48E-05
4717.07,8.49E-05
4719.9,8.49E-05
4722.74,8.50E-05
4725.58,8.51E-05
4728.42,8.51E-05
4731.25,8.52E-05
4734.09,8.53E-05
4736.93,8.53E-05
4739.76,8.54E-05
4742.6,8.54E-05
4745.44,8.55E-05
4748.28,8.56E-05
4751.11,8.56E-05
4753.95,8.57E-05
4756.79,8.58E-05
4759.63,8.58E-05
4762.46,8.59E-05
4765.3,8.59E-05
4768.14,8.60E-05
4770.98,8.61E-05
4773.81,8.61E-05
4776.65,8.62E-05
4779.49,8.63E-05
4782.33,8.63E-05
4785.16,8.64E-05
4788,8.65E-05
4790.84,8.65E-05
4793.68,8.66E-05
4796.51,8.66E-05
4799.35,8.67E-05
4802.19,8.68E-05
4805.03,8.68E-05
4807.86,8.69E-05
4810.7,8.70E-05
4813.54,8.70E-05
4816.38,8.71E-05
4819.21,8.72E-05
4822.05,8.72E-05
4824.89,8.73E-05
4827.73,8.73E-05
4830.56,8.74E-05
4833.4,8.75E-05
4836.24,8.75E-05
4839.08,8.76E-05
4841.91,8.77E-05
4844.75,8.77E-05
4847.59,8.78E-05
4850.43,8.79E-05
4853.26,8.79E-05
4856.1,8.80E-05
4858.94,8.81E-05
4861.78,8.81E-05
4864.61,8.82E-05
4867.45,8.82E-05
4870.29,8.83E-05
4873.13,8.84E-05
4875.96,8.84E-05
4878.8,8.85E-05
4881.64,8.86E-05
4884.48,8.86E-05
4887.31,8.87E-05
4890.15,8.88E-05
4892.99,8.88E-05
4895.82,8.89E-05
4898.66,8.90E-05
4901.5,8.90E-05
4904.34,8.91E-05
4907.17,8.91E-05
4910.01,8.92E-05
4912.85,8.93E-05
4915.69,8.93E-05
4918.52,8.94E-05
4921.36,8.95E-05
4924.2,8.95E-05
4927.04,8.96E-05
4929.87,8.97E-05
4932.71,8.97E-05
4935.55,8.98E-05
4938.39,8.99E-05
4941.22,8.99E-05
4944.06,9.00E-05
4946.9,9.01E-05
4949.74,9.01E-05
4952.57,9.02E-05
4955.41,9.02E-05
4958.25,9.03E-05
4961.09,9.04E-05
4963.92,9.04E-05
4966.76,9.05E-05
4969.6,9.06E-05
4972.44,9.06E-05
4975.27,9.07E-05
4978.11,9.08E-05
4980.95,9.08E-05
4983.79,9.09E-05
4986.62,9.10E-05
4989.46,9.10E-05
4992.3,9.11E-05
4995.14,9.12E-05
4997.97,9.12E-05
5000.81,9.13E-05
5003.65,9.14E-05
5006.49,9.14E-05
5009.32,9.15E-05
5012.16,9.16E-05
5015,9.16E-05
5017.84,9.17E-05
5020.67,9.17E-05
5023.51,9.18E-05
5026.35,9.19E-05
5029.19,9.19E-05
5032.02,9.20E-05
5034.86,9.21E-05
5037.7,9.21E-05
5040.54,9.22E-05
5043.37,9.23E-05
5046.21,9.23E-05
5049.05,9.24E-05
5051.88,9.25E-05
5054.72,9.25E-05
5057.56,9.26E-05
5060.4,9.27E-05
5063.23,9.27E-05
5066.07,9.28E-05
5068.91,9.29E-05
5071.75,9.29E-05
5074.58,9.30E-05
5077.42,9.31E-05
5080.26,9.31E-05
5083.1,9.32E-05
5085.93,9.33E-05
5088.77,9.33E-05
5091.61,9.34E-05
5094.45,9.35E-05
5097.28,9.35E-05
5100.12,9.36E-05
5102.96,9.37E-05
5105.8,9.37E-05
5108.63,9.38E-05
5111.47,9.39E-05
5114.31,9.39E-05
5117.15,9.40E-05
5119.98,9.41E-05
5122.82,9.41E-05
5125.66,9.42E-05
5128.5,9.43E-05
5131.33,9.43E-05
5134.17,9.44E-05
5137.01,9.45E-05
5139.85,9.45E-05
5142.68,9.46E-05
5145.52,9.47E-05
5148.36,9.47E-05
5151.2,9.48E-05
5154.03,9.49E-05
5156.87,9.49E-05
5159.71,9.50E-05
5162.55,9.51E-05
5165.38,9.51E-05
5168.22,9.52E-05
5171.06,9.53E-05
5173.9,9.53E-05
5176.73,9.54E-05
5179.57,9.55E-05
5182.41,9.55E-05
5185.25,9.56E-05
5188.08,9.57E-05
5190.92,9.57E-05
5193.76,9.58E-05
5196.6,9.59E-05
5199.43,9.59E-05
5202.27,9.60E-05
5205.11,9.61E-05
5207.94,9.61E-05
5210.78,9.62E-05
5213.62,9.63E-05
5216.46,9.63E-05
5219.29,9.64E-05
5222.13,9.65E-05
5224.97,9.65E-05
5227.81,9.66E-05
5230.64,9.67E-05
5233.48,9.67E-05
5236.32,9.68E-05
5239.16,9.69E-05
5241.99,9.69E-05
5244.83,9.70E-05
5247.67,9.71E-05
5250.51,9.71E-05
5253.34,9.72E-05
5256.18,9.73E-05
5259.02,9.74E-05
5261.86,9.74E-05
5264.69,9.75E-05
5267.53,9.76E-05
5270.37,9.76E-05
5273.21,9.77E-05
5276.04,9.78E-05
5278.88,9.78E-05
5281.72,9.79E-05
5284.56,9.80E-05
5287.39,9.80E-05
5290.23,9.81E-05
5293.07,9.82E-05
5295.91,9.82E-05
5298.74,9.83E-05
5301.58,9.84E-05
5304.42,9.84E-05
5307.26,9.85E-05
5310.09,9.86E-05
5312.93,9.86E-05
5315.77,9.87E-05
5318.61,9.88E-05
5321.44,9.89E-05
5324.28,9.89E-05
5327.12,9.90E-05
5329.96,9.91E-05
5332.79,9.91E-05
5335.63,9.92E-05
5338.47,9.93E-05
5341.31,9.93E-05
5344.14,9.94E-05
5346.98,9.95E-05
5349.82,9.95E-05
5352.66,9.96E-05
5355.49,9.97E-05
5358.33,9.97E-05
5361.17,9.98E-05
5364,9.99E-05
5366.84,1.00E-04
5369.68,1.00E-04
5372.52,1.00E-04
5375.35,1.00E-04
5378.19,1.00E-04
5381.03,1.00E-04
5383.87,1.00E-04
5386.7,1.00E-04
5389.54,1.01E-04
5392.38,1.01E-04
5395.22,1.01E-04
5398.05,1.01E-04
5400.89,1.01E-04
5403.73,1.01E-04
5406.57,1.01E-04
5409.4,1.01E-04
5412.24,1.01E-04
5415.08,1.01E-04
5417.92,1.01E-04
5420.75,1.01E-04
5423.59,1.01E-04
5426.43,1.01E-04
5429.27,1.01E-04
5432.1,1.02E-04
5434.94,1.02E-04
5437.78,1.02E-04
5440.62,1.02E-04
5443.45,1.02E-04
5446.29,1.02E-04
5449.13,1.02E-04
5451.97,1.02E-04
5454.8,1.02E-04
5457.64,1.02E-04
5460.48,1.02E-04
5463.32,1.02E-04
5466.15,1.02E-04
5468.99,1.02E-04
5471.83,1.03E-04
5474.67,1.03E-04
5477.5,1.03E-04
5480.34,1.03E-04
5483.18,1.03E-04
5486.02,1.03E-04
5488.85,1.03E-04
5491.69,1.03E-04
5494.53,1.03E-04
5497.37,1.03E-04
5500.2,1.03E-04
5503.04,1.03E-04
5505.88,1.03E-04
5508.72,1.03E-04
5511.55,1.04E-04
5514.39,1.04E-04
5517.23,1.04E-04
5520.06,1.04E-04
5522.9,1.04E-04
5525.74,1.04E-04
5528.58,1.04E-04
5531.41,1.04E-04
5534.25,1.04E-04
5537.09,1.04E-04
5539.93,1.04E-04
5542.76,1.04E-04
5545.6,1.04E-04
5548.44,1.04E-04
5551.28,1.05E-04
5554.11,1.05E-04
5556.95,1.05E-04
5559.79,1.05E-04
5562.63,1.05E-04
5565.46,1.05E-04
5568.3,1.05E-04
5571.14,1.05E-04
5573.98,1.05E-04
5576.81,1.05E-04
5579.65,1.05E-04
5582.49,1.05E-04
5585.33,1.05E-04
5588.16,1.05E-04
5591,1.05E-04
5593.84,1.06E-04
5596.68,1.06E-04
5599.51,1.06E-04
5602.35,1.06E-04
5605.19,1.06E-04
5608.03,1.06E-04
5610.86,1.06E-04
5613.7,1.06E-04
5616.54,1.06E-04
5619.38,1.06E-04
5622.21,1.06E-04
5625.05,1.06E-04
5627.89,1.06E-04
5630.73,1.07E-04
5633.56,1.07E-04
5636.4,1.07E-04
5639.24,1.07E-04
5642.08,1.07E-04
5644.91,1.07E-04
5647.75,1.07E-04
5650.59,1.07E-04
5653.43,1.07E-04
5656.26,1.07E-04
5659.1,1.07E-04
5661.94,1.07E-04
5664.78,1.07E-04
5667.61,1.07E-04
5670.45,1.08E-04
5673.29,1.08E-04
5676.12,1.08E-04
5678.96,1.08E-04
5681.8,1.08E-04
5684.64,1.08E-04
5687.47,1.08E-04
5690.31,1.08E-04
5693.15,1.08E-04
5695.99,1.08E-04
5698.82,1.08E-04
5701.66,1.08E-04
5704.5,1.08E-04
5707.34,1.08E-04
5710.17,1.09E-04
5713.01,1.09E-04
5715.85,1.09E-04
5718.69,1.09E-04
5721.52,1.09E-04
5724.36,1.09E-04
5727.2,1.09E-04
5730.04,1.09E-04
5732.87,1.09E-04
5735.71,1.09E-04
5738.55,1.09E-04
5741.39,1.09E-04
5744.22,1.09E-04
5747.06,1.09E-04
5749.9,1.10E-04
5752.74,1.10E-04
5755.57,1.10E-04
5758.41,1.10E-04
5761.25,1.10E-04
5764.09,1.10E-04
5766.92,1.10E-04
5769.76,1.10E-04
5772.6,1.10E-04
5775.44,1.10E-04
5778.27,1.10E-04
5781.11,1.10E-04
5783.95,1.10E-04
5786.79,1.11E-04
5789.62,1.11E-04
5792.46,1.11E-04
5795.3,1.11E-04
5798.14,1.11E-04
5800.97,1.11E-04
5803.81,1.11E-04
5806.65,1.11E-04
5809.49,1.11E-04
5812.32,1.11E-04
5815.16,1.11E-04
5818,1.11E-04
5820.84,1.11E-04
5823.67,1.11E-04
5826.51,1.12E-04
5829.35,1.12E-04
5832.18,1.12E-04
5835.02,1.12E-04
5837.86,1.12E-04
5840.7,1.12E-04
5843.53,1.12E-04
5846.37,1.12E-04
5849.21,1.12E-04
5852.05,1.12E-04
5854.88,1.12E-04
5857.72,1.12E-04
5860.56,1.12E-04
5863.4,1.13E-04
5866.23,1.13E-04
5869.07,1.13E-04
5871.91,1.13E-04
5874.75,1.13E-04
5877.58,1.13E-04
5880.42,1.13E-04
5883.26,1.13E-04
5886.1,1.13E-04
5888.93,1.13E-04
5891.77,1.13E-04
5894.61,1.13E-04
5897.45,1.13E-04
5900.28,1.13E-04
5903.12,1.14E-04
5905.96,1.14E-04
5908.8,1.14E-04
5911.63,1.14E-04
5914.47,1.14E-04
5917.31,1.14E-04
5920.15,1.14E-04
5922.98,1.14E-04
5925.82,1.14E-04
5928.66,1.14E-04
5931.5,1.14E-04
5934.33,1.14E-04
5937.17,1.14E-04
5940.01,1.15E-04
5942.85,1.15E-04
5945.68,1.15E-04
5948.52,1.15E-04
5951.36,1.15E-04
5954.2,1.15E-04
5957.03,1.15E-04
5959.87,1.15E-04
5962.71,1.15E-04
5965.55,1.15E-04
5968.38,1.15E-04
5971.22,1.15E-04
5974.06,1.15E-04
5976.9,1.16E-04
5979.73,1.16E-04
5982.57,1.16E-04
5985.41,1.16E-04
5988.24,1.16E-04
5991.08,1.16E-04
5993.92,1.16E-04
5996.76,1.16E-04
5999.59,1.16E-04
6002.43,1.16E-04
6005.27,1.16E-04
6008.11,1.16E-04
6010.94,1.16E-04
6013.78,1.17E-04
6016.62,1.17E-04
6019.46,1.17E-04
6022.29,1.17E-04
6025.13,1.17E-04
6027.97,1.17E-04
6030.81,1.17E-04
6033.64,1.17E-04
6036.48,1.17E-04
6039.32,1.17E-04
6042.16,1.17E-04
6044.99,1.17E-04
6047.83,1.17E-04
6050.67,1.18E-04
6053.51,1.18E-04
6056.34,1.18E-04
6059.18,1.18E-04
6062.02,1.18E-04
6064.86,1.18E-04
6067.69,1.18E-04
6070.53,1.18E-04
6073.37,1.18E-04
6076.21,1.18E-04
6079.04,1.18E-04
6081.88,1.18E-04
6084.72,1.18E-04
6087.56,1.19E-04
6090.39,1.19E-04
6093.23,1.19E-04
6096.07,1.19E-04
6098.91,1.19E-04
6101.74,1.19E-04
6104.58,1.19E-04
6107.42,1.19E-04
6110.26,1.19E-04
6113.09,1.19E-04
6115.93,1.19E-04
6118.77,1.19E-04
6121.61,1.19E-04
6124.44,1.20E-04
6127.28,1.20E-04
6130.12,1.20E-04
6132.96,1.20E-04
6135.79,1.20E-04
6138.63,1.20E-04
6141.47,1.20E-04
6144.3,1.20E-04
6147.14,1.20E-04
6149.98,1.20E-04
6152.82,1.20E-04
6155.65,1.20E-04
6158.49,1.20E-04
6161.33,1.21E-04
6164.17,1.21E-04
6167,1.21E-04
6169.84,1.21E-04
6172.68,1.21E-04
6175.52,1.21E-04
6178.35,1.21E-04
6181.19,1.21E-04
6184.03,1.21E-04
6186.87,1.21E-04
6189.7,1.21E-04
6192.54,1.21E-04
6195.38,1.21E-04
6198.22,1.22E-04
6201.05,1.22E-04
6203.89,1.22E-04
6206.73,1.22E-04
6209.57,1.22E-04
6212.4,1.22E-04
6215.24,1.22E-04
6218.08,1.22E-04
6220.92,1.22E-04
6223.75,1.22E-04
6226.59,1.22E-04
6229.43,1.22E-04
6232.27,1.23E-04
6235.1,1.23E-04
6237.94,1.23E-04
6240.78,1.23E-04
6243.62,1.23E-04
6246.45,1.23E-04
6249.29,1.23E-04
6252.13,1.23E-04
6254.97,1.23E-04
6257.8,1.23E-04
6260.64,1.23E-04
6263.48,1.23E-04
6266.32,1.23E-04
6269.15,1.24E-04
6271.99,1.24E-04
6274.83,1.24E-04
6277.67,1.24E-04
6280.5,1.24E-04
6283.34,1.24E-04
6286.18,1.24E-04
6289.01,1.24E-04
6291.85,1.24E-04
6294.69,1.24E-04
6297.53,1.24E-04
6300.36,1.24E-04
6303.2,1.25E-04
6306.04,1.25E-04
6308.88,1.25E-04
6311.71,1.25E-04
6314.55,1.25E-04
6317.39,1.25E-04
6320.23,1.25E-04
6323.06,1.25E-04
6325.9,1.25E-04
6328.74,1.25E-04
6331.58,1.25E-04
6334.41,1.25E-04
6337.25,1.25E-04
6340.09,1.26E-04
6342.93,1.26E-04
6345.76,1.26E-04
6348.6,1.26E-04
6351.44,1.26E-04
6354.28,1.26E-04
6357.11,1.26E-04
6359.95,1.26E-04
6362.79,1.26E-04
6365.63,1.26E-04
6368.46,1.26E-04
6371.3,1.26E-04
6374.14,1.27E-04
6376.98,1.27E-04
6379.81,1.27E-04
6382.65,1.27E-04
6385.49,1.27E-04
6388.33,1.27E-04
6391.16,1.27E-04
6394,1.27E-04
6396.84,1.27E-04
6399.68,1.27E-04
6402.51,1.27E-04
6405.35,1.27E-04
6408.19,1.28E-04
6411.03,1.28E-04
6413.86,1.28E-04
6416.7,1.28E-04
6419.54,1.28E-04
6422.38,1.28E-04
6425.21,1.28E-04
6428.05,1.28E-04
6430.89,1.28E-04
6433.73,1.28E-04
6436.56,1.28E-04
6439.4,1.28E-04
6442.24,1.28E-04
6445.07,1.29E-04
6447.91,1.29E-04
6450.75,1.29E-04
6453.59,1.29E-04
6456.42,1.29E-04
6459.26,1.29E-04
6462.1,1.29E-04
6464.94,1.29E-04
6467.77,1.29E-04
6470.61,1.29E-04
6473.45,1.29E-04
6476.29,1.29E-04
6479.12,1.30E-04
6481.96,1.30E-04
6484.8,1.30E-04
6487.64,1.30E-04
6490.47,1.30E-04
6493.31,1.30E-04
6496.15,1.30E-04
6498.99,1.30E-04
6501.82,1.30E-04
6504.66,1.30E-04
6507.5,1.30E-04
6510.34,1.30E-04
6513.17,1.31E-04
6516.01,1.31E-04
6518.85,1.31E-04
6521.69,1.31E-04
6524.52,1.31E-04
6527.36,1.31E-04
6530.2,1.31E-04
6533.04,1.31E-04
6535.87,1.31E-04
6538.71,1.31E-04
6541.55,1.31E-04
6544.39,1.31E-04
6547.22,1.32E-04
6550.06,1.32E-04
6552.9,1.32E-04
6555.74,1.32E-04
6558.57,1.32E-04
6561.41,1.32E-04
6564.25,1.32E-04
6567.09,1.32E-04
6569.92,1.32E-04
6572.76,1.32E-04
6575.6,1.32E-04
6578.44,1.32E-04
6581.27,1.33E-04
6584.11,1.33E-04
6586.95,1.33E-04
6589.79,1.33E-04
6592.62,1.33E-04
6595.46,1.33E-04
6598.3,1.33E-04
6601.13,1.33E-04
6603.97,1.33E-04
6606.81,1.33E-04
6609.65,1.33E-04
6612.48,1.34E-04
6615.32,1.34E-04
6618.16,1.34E-04
6621,1.34E-04
6623.83,1.34E-04
6626.67,1.34E-04
6629.51,1.34E-04
6632.35,1.34E-04
6635.18,1.34E-04
6638.02,1.34E-04
6640.86,1.34E-04
6643.7,1.34E-04
6646.53,1.35E-04
6649.37,1.35E-04
6652.21,1.35E-04
6655.05,1.35E-04
6657.88,1.35E-04
6660.72,1.35E-04
6663.56,1.35E-04
6666.4,1.35E-04
6669.23,1.35E-04
6672.07,1.35E-04
6674.91,1.35E-04
6677.75,1.35E-04
6680.58,1.36E-04
6683.42,1.36E-04
6686.26,1.36E-04
6689.1,1.36E-04
6691.93,1.36E-04
6694.77,1.36E-04
6697.61,1.36E-04
6700.45,1.36E-04
6703.28,1.36E-04
6706.12,1.36E-04
6708.96,1.36E-04
6711.8,1.37E-04
6714.63,1.37E-04
6717.47,1.37E-04
6720.31,1.37E-04
6723.15,1.37E-04
6725.98,1.37E-04
6728.82,1.37E-04
6731.66,1.37E-04
6734.5,1.37E-04
6737.33,1.37E-04
6740.17,1.37E-04
6743.01,1.37E-04
6745.85,1.38E-04
6748.68,1.38E-04
6751.52,1.38E-04
6754.36,1.38E-04
6757.19,1.38E-04
6760.03,1.38E-04
6762.87,1.38E-04
6765.71,1.38E-04
6768.54,1.38E-04
6771.38,1.38E-04
6774.22,1.38E-04
6777.06,1.39E-04
6779.89,1.39E-04
6782.73,1.39E-04
6785.57,1.39E-04
6788.41,1.39E-04
6791.24,1.39E-04
6794.08,1.39E-04
6796.92,1.39E-04
6799.76,1.39E-04
6802.59,1.39E-04
6805.43,1.39E-04
6808.27,1.39E-04
6811.11,1.40E-04
6813.94,1.40E-04
6816.78,1.40E-04
6819.62,1.40E-04
6822.46,1.40E-04
6825.29,1.40E-04
6828.13,1.40E-04
6830.97,1.40E-04
6833.81,1.40E-04
6836.64,1.40E-04
6839.48,1.40E-04
6842.32,1.41E-04
6845.16,1.41E-04
6847.99,1.41E-04
6850.83,1.41E-04
6853.67,1.41E-04
6856.51,1.41E-04
6859.34,1.41E-04
6862.18,1.41E-04
6865.02,1.41E-04
6867.86,1.41E-04
6870.69,1.41E-04
6873.53,1.42E-04
6876.37,1.42E-04
6879.21,1.42E-04
6882.04,1.42E-04
6884.88,1.42E-04
6887.72,1.42E-04
6890.56,1.42E-04
6893.39,1.42E-04
6896.23,1.42E-04
6899.07,1.42E-04
6901.91,1.42E-04
6904.74,1.43E-04
6907.58,1.43E-04
6910.42,1.43E-04
6913.25,1.43E-04
6916.09,1.43E-04
6918.93,1.43E-04
6921.77,1.43E-04
6924.6,1.43E-04
6927.44,1.43E-04
6930.28,1.43E-04
6933.12,1.43E-04
6935.95,1.43E-04
6938.79,1.44E-04
6941.63,1.44E-04
6944.47,1.44E-04
6947.3,1.44E-04
6950.14,1.44E-04
6952.98,1.44E-04
6955.82,1.44E-04
6958.65,1.44E-04
6961.49,1.44E-04
6964.33,1.44E-04
6967.17,1.44E-04
6970,1.45E-04
6972.84,1.45E-04
6975.68,1.45E-04
6978.52,1.45E-04
6981.35,1.45E-04
6984.19,1.45E-04
6987.03,1.45E-04
6989.87,1.45E-04
6992.7,1.45E-04
6995.54,1.45E-04
6998.38,1.45E-04
7001.22,1.46E-04
7004.05,1.46E-04
7006.89,1.46E-04
7009.73,1.46E-04
7012.57,1.46E-04
7015.4,1.46E-04
7018.24,1.46E-04
7021.08,1.46E-04
7023.92,1.46E-04
7026.75,1.46E-04
7029.59,1.47E-04
7032.43,1.47E-04
7035.27,1.47E-04
7038.1,1.47E-04
7040.94,1.47E-04
7043.78,1.47E-04
7046.62,1.47E-04
7049.45,1.47E-04
7052.29,1.47E-04
7055.13,1.47E-04
7057.97,1.47E-04
7060.8,1.48E-04
7063.64,1.48E-04
7066.48,1.48E-04
7069.31,1.48E-04
7072.15,1.48E-04
7074.99,1.48E-04
7077.83,1.48E-04
7080.66,1.48E-04
7083.5,1.48E-04
7086.34,1.48E-04
7089.18,1.48E-04
7092.01,1.49E-04
7094.85,1.49E-04
7097.69,1.49E-04
7100.53,1.49E-04
7103.36,1.49E-04
7106.2,1.49E-04
7109.04,1.49E-04
7111.88,1.49E-04
7114.71,1.49E-04
7117.55,1.49E-04
7120.39,1.49E-04
7123.23,1.50E-04
7126.06,1.50E-04
7128.9,1.50E-04
7131.74,1.50E-04
7134.58,1.50E-04
7137.41,1.50E-04
7140.25,1.50E-04
7143.09,1.50E-04
7145.93,1.50E-04
7148.76,1.50E-04
7151.6,1.51E-04
7154.44,1.51E-04
7157.28,1.51E-04
7160.11,1.51E-04
7162.95,1.51E-04
7165.79,1.51E-04
7168.63,1.51E-04
7171.46,1.51E-04
7174.3,1.51E-04
7177.14,1.51E-04
7179.98,1.51E-04
7182.81,1.52E-04
7185.65,1.52E-04
7188.49,1.52E-04
7191.33,1.52E-04
7194.16,1.52E-04
7197,1.52E-04
7199.84,1.52E-04
7202.68,1.52E-04
7205.51,1.52E-04
7208.35,1.52E-04
7211.19,1.52E-04
7214.03,1.53E-04
7216.86,1.53E-04
7219.7,1.53E-04
7222.54,1.53E-04
7225.37,1.53E-04
7228.21,1.53E-04
7231.05,1.53E-04
7233.89,1.53E-04
7236.72,1.53E-04
7239.56,1.53E-04
7242.4,1.54E-04
7245.24,1.54E-04
7248.07,1.54E-04
7250.91,1.54E-04
7253.75,1.54E-04
7256.59,1.54E-04
7259.42,1.54E-04
7262.26,1.54E-04
7265.1,1.54E-04
7267.94,1.54E-04
7270.77,1.55E-04
7273.61,1.55E-04
7276.45,1.55E-04
7279.29,1.55E-04
7282.12,1.55E-04
7284.96,1.55E-04
7287.8,1.55E-04
7290.64,1.55E-04
7293.47,1.55E-04
7296.31,1.55E-04
7299.15,1.55E-04
7301.99,1.56E-04
7304.82,1.56E-04
7307.66,1.56E-04
7310.5,1.56E-04
7313.34,1.56E-04
7316.17,1.56E-04
7319.01,1.56E-04
7321.85,1.56E-04
7324.69,1.56E-04
7327.52,1.56E-04
7330.36,1.57E-04
7333.2,1.57E-04
7336.04,1.57E-04
7338.87,1.57E-04
7341.71,1.57E-04
7344.55,1.57E-04
7347.39,1.57E-04
7350.22,1.57E-04
7353.06,1.57E-04
7355.9,1.57E-04
7358.74,1.58E-04
7361.57,1.58E-04
7364.41,1.58E-04
7367.25,1.58E-04
7370.09,1.58E-04
7372.92,1.58E-04
7375.76,1.58E-04
7378.6,1.58E-04
7381.43,1.58E-04
7384.27,1.58E-04
7387.11,1.59E-04
7389.95,1.59E-04
7392.78,1.59E-04
7395.62,1.59E-04
7398.46,1.59E-04
7401.3,1.59E-04
7404.13,1.59E-04
7406.97,1.59E-04
7409.81,1.59E-04
7412.65,1.59E-04
7415.48,1.60E-04
7418.32,1.60E-04
7421.16,1.60E-04
7424,1.60E-04
7426.83,1.60E-04
7429.67,1.60E-04
7432.51,1.60E-04
7435.35,1.60E-04
7438.18,1.60E-04
7441.02,1.60E-04
7443.86,1.60E-04
7446.7,1.61E-04
7449.53,1.61E-04
7452.37,1.61E-04
7455.21,1.61E-04
7458.05,1.61E-04
7460.88,1.61E-04
7463.72,1.61E-04
7466.56,1.61E-04
7469.4,1.61E-04
7472.23,1.61E-04
7475.07,1.62E-04
7477.91,1.62E-04
7480.75,1.62E-04
7483.58,1.62E-04
7486.42,1.62E-04
7489.26,1.62E-04
7492.1,1.62E-04
7494.93,1.62E-04
7497.77,1.62E-04
7500.61,1.63E-04
7503.45,1.63E-04
7506.28,1.63E-04
7509.12,1.63E-04
7511.96,1.63E-04
7514.8,1.63E-04
7517.63,1.63E-04
7520.47,1.63E-04
7523.31,1.63E-04
7526.15,1.63E-04
7528.98,1.64E-04
7531.82,1.64E-04
7534.66,1.64E-04
7537.49,1.64E-04
7540.33,1.64E-04
7543.17,1.64E-04
7546.01,1.64E-04
7548.84,1.64E-04
7551.68,1.64E-04
7554.52,1.64E-04
7557.36,1.65E-04
7560.19,1.65E-04
7563.03,1.65E-04
7565.87,1.65E-04
7568.71,1.65E-04
7571.54,1.65E-04
7574.38,1.65E-04
7577.22,1.65E-04
7580.06,1.65E-04
7582.89,1.65E-04
7585.73,1.66E-04
7588.57,1.66E-04
7591.41,1.66E-04
7594.24,1.66E-04
7597.08,1.66E-04
7599.92,1.66E-04
7602.76,1.66E-04
7605.59,1.66E-04
7608.43,1.66E-04
7611.27,1.66E-04
7614.11,1.67E-04
7616.94,1.67E-04
