wavenumber,n
4938.91,3.4791
4941.72,3.47911
4944.53,3.47911
4947.35,3.47911
4950.16,3.47911
4952.97,3.47911
4955.79,3.47912
4958.6,3.47912
4961.41,3.47912
4964.23,3.47912
4967.04,3.47913
4969.86,3.47913
4972.67,3.47913
4975.48,3.47913
4978.3,3.47914
4981.11,3.47914
4983.92,3.47914
4986.74,3.47914
4989.55,3.47914
4992.36,3.47915
4995.18,3.47915
4997.99,3.47915
5000.8,3.47915
5003.62,3.47916
5006.43,3.47916
5009.24,3.47916
5012.06,3.47916
5014.87,3.47917
5017.68,3.47917
5020.5,3.47917
5023.31,3.47917
5026.13,3.47918
5028.94,3.47918
5031.75,3.47918
5034.57,3.47918
5037.38,3.47918
5040.19,3.47919
5043.01,3.47919
5045.82,3.47919
5048.63,3.47919
5051.45,3.4792
5054.26,3.4792
5057.07,3.4792
5059.89,3.4792
5062.7,3.47921
5065.51,3.47921
5068.33,3.47921
5071.14,3.47921
5073.95,3.47922
5076.77,3.47922
5079.58,3.47922
5082.4,3.47922
5085.21,3.47922
5088.02,3.47923
5090.84,3.47923
5093.65,3.47923
5096.46,3.47923
5099.28,3.47924
5102.09,3.47924
5104.9,3.47924
5107.72,3.47924
5110.53,3.47925
5113.34,3.47925
5116.16,3.47925
5118.97,3.47925
5121.78,3.47926
5124.6,3.47926
5127.41,3.47926
5130.23,3.47926
5133.04,3.47927
5135.85,3.47927
5138.67,3.47927
5141.48,3.47927
5144.29,3.47927
5147.11,3.47928
5149.92,3.47928
5152.73,3.47928
5155.55,3.47928
5158.36,3.47929
5161.17,3.47929
5163.99,3.47929
5166.8,3.47929
5169.61,3.4793
5172.43,3.4793
5175.24,3.4793
5178.05,3.4793
5180.87,3.47931
5183.68,3.47931
5186.5,3.47931
5189.31,3.47931
5192.12,3.47932
5194.94,3.47932
5197.75,3.47932
5200.56,3.47932
5203.38,3.47933
5206.19,3.47933
5209,3.47933
5211.82,3.47933
5214.63,3.47934
5217.44,3.47934
5220.26,3.47934
5223.07,3.47934
5225.88,3.47935
5228.7,3.47935
5231.51,3.47935
5234.32,3.47935
5237.14,3.47936
5239.95,3.47936
5242.77,3.47936
5245.58,3.47936
5248.39,3.47936
5251.21,3.47937
5254.02,3.47937
5256.83,3.47937
5259.65,3.47937
5262.46,3.47938
5265.27,3.47938
5268.09,3.47938
5270.9,3.47938
5273.71,3.47939
5276.53,3.47939
5279.34,3.47939
5282.15,3.47939
5284.97,3.4794
5287.78,3.4794
5290.59,3.4794
5293.41,3.4794
5296.22,3.47941
5299.04,3.47941
5301.85,3.47941
5304.66,3.47941
5307.48,3.47942
5310.29,3.47942
5313.1,3.47942
5315.92,3.47942
5318.73,3.47943
5321.54,3.47943
5324.36,3.47943
5327.17,3.47943
5329.98,3.47944
5332.8,3.47944
5335.61,3.47944
5338.42,3.47944
5341.24,3.47945
5344.05,3.47945
5346.86,3.47945
5349.68,3.47945
5352.49,3.47946
5355.31,3.47946
5358.12,3.47946
5360.93,3.47947
5363.75,3.47947
5366.56,3.47947
5369.37,3.47947
5372.19,3.47948
5375,3.47948
5377.81,3.47948
5380.63,3.47948
5383.44,3.47949
5386.25,3.47949
5389.07,3.47949
5391.88,3.47949
5394.69,3.4795
5397.51,3.4795
5400.32,3.4795
5403.14,3.4795
5405.95,3.47951
5408.76,3.47951
5411.58,3.47951
5414.39,3.47951
5417.2,3.47952
5420.02,3.47952
5422.83,3.47952
5425.64,3.47952
5428.46,3.47953
5431.27,3.47953
5434.08,3.47953
5436.9,3.47953
5439.71,3.47954
5442.52,3.47954
5445.34,3.47954
5448.15,3.47954
5450.96,3.47955
5453.78,3.47955
5456.59,3.47955
5459.41,3.47956
5462.22,3.47956
5465.03,3.47956
5467.85,3.47956
5470.66,3.47957
5473.47,3.47957
5476.29,3.47957
5479.1,3.47957
5481.91,3.47958
5484.73,3.47958
5487.54,3.47958
5490.35,3.47958
5493.17,3.47959
5495.98,3.47959
5498.79,3.47959
5501.61,3.47959
5504.42,3.4796
5507.23,3.4796
5510.05,3.4796
5512.86,3.4796
5515.68,3.47961
5518.49,3.47961
5521.3,3.47961
5524.12,3.47962
5526.93,3.47962
5529.74,3.47962
5532.56,3.47962
5535.37,3.47963
5538.18,3.47963
5541,3.47963
5543.81,3.47963
5546.62,3.47964
5549.44,3.47964
5552.25,3.47964
5555.06,3.47964
5557.88,3.47965
5560.69,3.47965
5563.5,3.47965
5566.32,3.47966
5569.13,3.47966
5571.95,3.47966
5574.76,3.47966
5577.57,3.47967
5580.39,3.47967
5583.2,3.47967
5586.01,3.47967
5588.83,3.47968
5591.64,3.47968
5594.45,3.47968
5597.27,3.47968
5600.08,3.47969
5602.89,3.47969
5605.71,3.47969
5608.52,3.4797
5611.33,3.4797
5614.15,3.4797
5616.96,3.4797
5619.77,3.47971
5622.59,3.47971
5625.4,3.47971
5628.22,3.47971
5631.03,3.47972
5633.84,3.47972
5636.66,3.47972
5639.47,3.47973
5642.28,3.47973
5645.1,3.47973
5647.91,3.47973
5650.72,3.47974
5653.54,3.47974
5656.35,3.47974
5659.16,3.47974
5661.98,3.47975
5664.79,3.47975
5667.6,3.47975
5670.42,3.47976
5673.23,3.47976
5676.05,3.47976
5678.86,3.47976
5681.67,3.47977
5684.49,3.47977
5687.3,3.47977
5690.11,3.47977
5692.93,3.47978
5695.74,3.47978
5698.55,3.47978
5701.37,3.47979
5704.18,3.47979
5706.99,3.47979
5709.81,3.47979
5712.62,3.4798
5715.43,3.4798
5718.25,3.4798
5721.06,3.4798
5723.87,3.47981
5726.69,3.47981
5729.5,3.47981
5732.32,3.47982
5735.13,3.47982
5737.94,3.47982
5740.76,3.47982
5743.57,3.47983
5746.38,3.47983
5749.2,3.47983
5752.01,3.47984
5754.82,3.47984
5757.64,3.47984
5760.45,3.47984
5763.26,3.47985
5766.08,3.47985
5768.89,3.47985
5771.7,3.47985
5774.52,3.47986
5777.33,3.47986
5780.14,3.47986
5782.96,3.47987
5785.77,3.47987
5788.59,3.47987
5791.4,3.47987
5794.21,3.47988
5797.03,3.47988
5799.84,3.47988
5802.65,3.47989
5805.47,3.47989
5808.28,3.47989
5811.09,3.47989
5813.91,3.4799
5816.72,3.4799
5819.53,3.4799
5822.35,3.47991
5825.16,3.47991
5827.97,3.47991
5830.79,3.47991
5833.6,3.47992
5836.41,3.47992
5839.23,3.47992
5842.04,3.47993
5844.86,3.47993
5847.67,3.47993
5850.48,3.47993
5853.3,3.47994
5856.11,3.47994
5858.92,3.47994
5861.74,3.47995
5864.55,3.47995
5867.36,3.47995
5870.18,3.47995
5872.99,3.47996
5875.8,3.47996
5878.62,3.47996
5881.43,3.47997
5884.24,3.47997
5887.06,3.47997
5889.87,3.47997
5892.68,3.47998
5895.5,3.47998
5898.31,3.47998
5901.13,3.47999
5903.94,3.47999
5906.75,3.47999
5909.57,3.47999
5912.38,3.48
5915.19,3.48
5918.01,3.48
5920.82,3.48001
5923.63,3.48001
5926.45,3.48001
5929.26,3.48001
5932.07,3.48002
5934.89,3.48002
5937.7,3.48002
5940.51,3.48003
5943.33,3.48003
5946.14,3.48003
5948.95,3.48003
5951.77,3.48004
5954.58,3.48004
5957.4,3.48004
5960.21,3.48005
5963.02,3.48005
5965.84,3.48005
5968.65,3.48006
5971.46,3.48006
5974.28,3.48006
5977.09,3.48006
5979.9,3.48007
5982.72,3.48007
5985.53,3.48007
5988.34,3.48008
5991.16,3.48008
5993.97,3.48008
5996.78,3.48008
5999.6,3.48009
6002.41,3.48009
6005.23,3.48009
6008.04,3.4801
6010.85,3.4801
6013.67,3.4801
6016.48,3.48011
6019.29,3.48011
6022.11,3.48011
6024.92,3.48011
6027.73,3.48012
6030.55,3.48012
6033.36,3.48012
6036.17,3.48013
6038.99,3.48013
6041.8,3.48013
6044.61,3.48014
6047.43,3.48014
6050.24,3.48014
6053.05,3.48014
6055.87,3.48015
6058.68,3.48015
6061.5,3.48015
6064.31,3.48016
6067.12,3.48016
6069.94,3.48016
6072.75,3.48017
6075.56,3.48017
6078.38,3.48017
6081.19,3.48017
6084,3.48018
6086.82,3.48018
6089.63,3.48018
6092.44,3.48019
6095.26,3.48019
6098.07,3.48019
6100.88,3.4802
6103.7,3.4802
6106.51,3.4802
6109.32,3.4802
6112.14,3.48021
6114.95,3.48021
6117.77,3.48021
6120.58,3.48022
6123.39,3.48022
6126.21,3.48022
6129.02,3.48023
6131.83,3.48023
6134.65,3.48023
6137.46,3.48023
6140.27,3.48024
6143.09,3.48024
6145.9,3.48024
6148.71,3.48025
6151.53,3.48025
6154.34,3.48025
6157.15,3.48026
6159.97,3.48026
6162.78,3.48026
6165.59,3.48027
6168.41,3.48027
6171.22,3.48027
6174.04,3.48027
6176.85,3.48028
6179.66,3.48028
6182.48,3.48028
6185.29,3.48029
6188.1,3.48029
6190.92,3.48029
6193.73,3.4803
6196.54,3.4803
6199.36,3.4803
6202.17,3.48031
6204.98,3.48031
6207.8,3.48031
6210.61,3.48031
6213.42,3.48032
6216.24,3.48032
6219.05,3.48032
6221.86,3.48033
6224.68,3.48033
6227.49,3.48033
6230.31,3.48034
6233.12,3.48034
6235.93,3.48034
6238.75,3.48035
6241.56,3.48035
6244.37,3.48035
6247.19,3.48036
6250,3.48036
6252.81,3.48036
6255.63,3.48036
6258.44,3.48037
6261.25,3.48037
6264.07,3.48037
6266.88,3.48038
6269.69,3.48038
6272.51,3.48038
6275.32,3.48039
6278.14,3.48039
6280.95,3.48039
6283.76,3.4804
6286.58,3.4804
6289.39,3.4804
6292.2,3.48041
6295.02,3.48041
6297.83,3.48041
6300.64,3.48041
6303.46,3.48042
6306.27,3.48042
6309.08,3.48042
6311.9,3.48043
6314.71,3.48043
6317.52,3.48043
6320.34,3.48044
6323.15,3.48044
6325.96,3.48044
6328.78,3.48045
6331.59,3.48045
6334.41,3.48045
6337.22,3.48046
6340.03,3.48046
6342.85,3.48046
6345.66,3.48047
6348.47,3.48047
6351.29,3.48047
6354.1,3.48048
6356.91,3.48048
6359.73,3.48048
6362.54,3.48049
6365.35,3.48049
6368.17,3.48049
6370.98,3.48049
6373.79,3.4805
6376.61,3.4805
6379.42,3.4805
6382.23,3.48051
6385.05,3.48051
6387.86,3.48051
6390.68,3.48052
6393.49,3.48052
6396.3,3.48052
6399.12,3.48053
6401.93,3.48053
6404.74,3.48053
6407.56,3.48054
6410.37,3.48054
6413.18,3.48054
6416,3.48055
6418.81,3.48055
6421.62,3.48055
6424.44,3.48056
6427.25,3.48056
6430.06,3.48056
6432.88,3.48057
6435.69,3.48057
6438.5,3.48057
6441.32,3.48058
6444.13,3.48058
6446.95,3.48058
6449.76,3.48059
6452.57,3.48059
6455.39,3.48059
6458.2,3.4806
6461.01,3.4806
6463.83,3.4806
6466.64,3.48061
6469.45,3.48061
6472.27,3.48061
6475.08,3.48062
6477.89,3.48062
6480.71,3.48062
6483.52,3.48062
6486.33,3.48063
6489.15,3.48063
6491.96,3.48063
6494.77,3.48064
6497.59,3.48064
6500.4,3.48064
6503.22,3.48065
6506.03,3.48065
6508.84,3.48065
6511.66,3.48066
6514.47,3.48066
6517.28,3.48066
6520.1,3.48067
6522.91,3.48067
6525.72,3.48067
6528.54,3.48068
6531.35,3.48068
6534.16,3.48068
6536.98,3.48069
6539.79,3.48069
6542.6,3.48069
6545.42,3.4807
6548.23,3.4807
6551.05,3.4807
6553.86,3.48071
6556.67,3.48071
6559.49,3.48071
6562.3,3.48072
6565.11,3.48072
6567.93,3.48072
6570.74,3.48073
6573.55,3.48073
6576.37,3.48073
6579.18,3.48074
6581.99,3.48074
6584.81,3.48075
6587.62,3.48075
6590.43,3.48075
6593.25,3.48076
6596.06,3.48076
6598.87,3.48076
6601.69,3.48077
6604.5,3.48077
6607.32,3.48077
6610.13,3.48078
6612.94,3.48078
6615.76,3.48078
6618.57,3.48079
6621.38,3.48079
6624.2,3.48079
6627.01,3.4808
6629.82,3.4808
6632.64,3.4808
6635.45,3.48081
6638.26,3.48081
6641.08,3.48081
6643.89,3.48082
6646.7,3.48082
6649.52,3.48082
6652.33,3.48083
6655.14,3.48083
6657.96,3.48083
6660.77,3.48084
6663.59,3.48084
6666.4,3.48084
6669.21,3.48085
6672.03,3.48085
6674.84,3.48085
6677.65,3.48086
6680.47,3.48086
6683.28,3.48086
6686.09,3.48087
6688.91,3.48087
6691.72,3.48087
6694.53,3.48088
6697.35,3.48088
6700.16,3.48089
6702.97,3.48089
6705.79,3.48089
6708.6,3.4809
6711.41,3.4809
6714.23,3.4809
6717.04,3.48091
6719.86,3.48091
6722.67,3.48091
6725.48,3.48092
6728.3,3.48092
6731.11,3.48092
6733.92,3.48093
6736.74,3.48093
6739.55,3.48093
6742.36,3.48094
6745.18,3.48094
6747.99,3.48094
6750.8,3.48095
6753.62,3.48095
6756.43,3.48095
6759.24,3.48096
6762.06,3.48096
6764.87,3.48097
6767.68,3.48097
6770.5,3.48097
6773.31,3.48098
6776.13,3.48098
6778.94,3.48098
6781.75,3.48099
6784.57,3.48099
6787.38,3.48099
6790.19,3.481
6793.01,3.481
6795.82,3.481
6798.63,3.48101
6801.45,3.48101
6804.26,3.48101
6807.07,3.48102
6809.89,3.48102
6812.7,3.48103
6815.51,3.48103
6818.33,3.48103
6821.14,3.48104
6823.95,3.48104
6826.77,3.48104
6829.58,3.48105
6832.4,3.48105
6835.21,3.48105
6838.02,3.48106
6840.84,3.48106
6843.65,3.48106
6846.46,3.48107
6849.28,3.48107
6852.09,3.48108
6854.9,3.48108
6857.72,3.48108
6860.53,3.48109
6863.34,3.48109
6866.16,3.48109
6868.97,3.4811
6871.78,3.4811
6874.6,3.4811
6877.41,3.48111
6880.23,3.48111
6883.04,3.48112
6885.85,3.48112
6888.67,3.48112
6891.48,3.48113
6894.29,3.48113
6897.11,3.48113
6899.92,3.48114
6902.73,3.48114
6905.55,3.48114
6908.36,3.48115
6911.17,3.48115
6913.99,3.48115
6916.8,3.48116
6919.61,3.48116
6922.43,3.48117
6925.24,3.48117
6928.05,3.48117
6930.87,3.48118
6933.68,3.48118
6936.5,3.48118
6939.31,3.48119
6942.12,3.48119
6944.94,3.48119
6947.75,3.4812
6950.56,3.4812
6953.38,3.48121
6956.19,3.48121
6959,3.48121
6961.82,3.48122
6964.63,3.48122
6967.44,3.48122
6970.26,3.48123
6973.07,3.48123
6975.88,3.48124
6978.7,3.48124
6981.51,3.48124
6984.32,3.48125
6987.14,3.48125
6989.95,3.48125
6992.77,3.48126
6995.58,3.48126
6998.39,3.48126
7001.21,3.48127
7004.02,3.48127
7006.83,3.48128
7009.65,3.48128
7012.46,3.48128
7015.27,3.48129
7018.09,3.48129
7020.9,3.48129
7023.71,3.4813
7026.53,3.4813
7029.34,3.48131
7032.15,3.48131
7034.97,3.48131
7037.78,3.48132
7040.59,3.48132
7043.41,3.48132
7046.22,3.48133
7049.04,3.48133
7051.85,3.48134
7054.66,3.48134
7057.48,3.48134
7060.29,3.48135
7063.1,3.48135
7065.92,3.48135
7068.73,3.48136
7071.54,3.48136
7074.36,3.48137
7077.17,3.48137
7079.98,3.48137
7082.8,3.48138
7085.61,3.48138
7088.42,3.48138
7091.24,3.48139
7094.05,3.48139
7096.86,3.4814
7099.68,3.4814
7102.49,3.4814
7105.31,3.48141
7108.12,3.48141
7110.93,3.48141
7113.75,3.48142
7116.56,3.48142
7119.37,3.48143
7122.19,3.48143
7125,3.48143
7127.81,3.48144
7130.63,3.48144
7133.44,3.48145
7136.25,3.48145
7139.07,3.48145
7141.88,3.48146
7144.69,3.48146
7147.51,3.48146
7150.32,3.48147
7153.14,3.48147
7155.95,3.48148
7158.76,3.48148
7161.58,3.48148
7164.39,3.48149
7167.2,3.48149
7170.02,3.48149
7172.83,3.4815
7175.64,3.4815
7178.46,3.48151
7181.27,3.48151
7184.08,3.48151
7186.9,3.48152
7189.71,3.48152
7192.52,3.48153
7195.34,3.48153
7198.15,3.48153
7200.96,3.48154
7203.78,3.48154
7206.59,3.48155
7209.41,3.48155
7212.22,3.48155
7215.03,3.48156
7217.85,3.48156
7220.66,3.48156
7223.47,3.48157
7226.29,3.48157
7229.1,3.48158
7231.91,3.48158
7234.73,3.48158
7237.54,3.48159
7240.35,3.48159
7243.17,3.4816
7245.98,3.4816
7248.79,3.4816
7251.61,3.48161
7254.42,3.48161
7257.23,3.48162
7260.05,3.48162
7262.86,3.48162
7265.68,3.48163
7268.49,3.48163
7271.3,3.48163
7274.12,3.48164
7276.93,3.48164
7279.74,3.48165
7282.56,3.48165
7285.37,3.48165
7288.18,3.48166
7291,3.48166
7293.81,3.48167
7296.62,3.48167
7299.44,3.48167
7302.25,3.48168
7305.06,3.48168
7307.88,3.48169
7310.69,3.48169
7313.5,3.48169
7316.32,3.4817
7319.13,3.4817
7321.95,3.48171
7324.76,3.48171
7327.57,3.48171
7330.39,3.48172
7333.2,3.48172
7336.01,3.48173
7338.83,3.48173
7341.64,3.48173
7344.45,3.48174
7347.27,3.48174
7350.08,3.48175
7352.89,3.48175
7355.71,3.48175
7358.52,3.48176
7361.33,3.48176
7364.15,3.48177
7366.96,3.48177
7369.77,3.48177
7372.59,3.48178
7375.4,3.48178
7378.22,3.48179
7381.03,3.48179
7383.84,3.48179
7386.66,3.4818
7389.47,3.4818
7392.28,3.48181
7395.1,3.48181
7397.91,3.48181
7400.72,3.48182
7403.54,3.48182
7406.35,3.48183
7409.16,3.48183
7411.98,3.48183
7414.79,3.48184
7417.6,3.48184
7420.42,3.48185
7423.23,3.48185
7426.05,3.48185
7428.86,3.48186
7431.67,3.48186
7434.49,3.48187
7437.3,3.48187
7440.11,3.48188
7442.93,3.48188
7445.74,3.48188
7448.55,3.48189
7451.37,3.48189
7454.18,3.4819
7456.99,3.4819
7459.81,3.4819
7462.62,3.48191
7465.43,3.48191
7468.25,3.48192
7471.06,3.48192
7473.87,3.48192
7476.69,3.48193
7479.5,3.48193
7482.32,3.48194
7485.13,3.48194
7487.94,3.48194
7490.76,3.48195
7493.57,3.48195
7496.38,3.48196
7499.2,3.48196
7502.01,3.48197
7504.82,3.48197
7507.64,3.48197
7510.45,3.48198
7513.26,3.48198
7516.08,3.48199
7518.89,3.48199
7521.7,3.48199
7524.52,3.482
7527.33,3.482
7530.14,3.48201
7532.96,3.48201
7535.77,3.48202
7538.59,3.48202
7541.4,3.48202
7544.21,3.48203
7547.03,3.48203
7549.84,3.48204
7552.65,3.48204
7555.47,3.48204
7558.28,3.48205
7561.09,3.48205
7563.91,3.48206
7566.72,3.48206
7569.53,3.48207
7572.35,3.48207
7575.16,3.48207
7577.97,3.48208
7580.79,3.48208
7583.6,3.48209
7586.41,3.48209
7589.23,3.48209
7592.04,3.4821
7594.86,3.4821
7597.67,3.48211
7600.48,3.48211
7603.3,3.48212
7606.11,3.48212
7608.92,3.48212
7611.74,3.48213
7614.55,3.48213
7617.36,3.48214
7620.18,3.48214
7622.99,3.48215
7625.8,3.48215
7628.62,3.48215
7631.43,3.48216
7634.24,3.48216
7637.06,3.48217
7639.87,3.48217
7642.68,3.48218
7645.5,3.48218
7648.31,3.48218
7651.13,3.48219
7653.94,3.48219
7656.75,3.4822
7659.57,3.4822
7662.38,3.48221
7665.19,3.48221
7668.01,3.48221
7670.82,3.48222
7673.63,3.48222
7676.45,3.48223
7679.26,3.48223
7682.07,3.48224
7684.89,3.48224
7687.7,3.48224
7690.51,3.48225
7693.33,3.48225
7696.14,3.48226
7698.95,3.48226
7701.77,3.48227
7704.58,3.48227
7707.4,3.48227
7710.21,3.48228
7713.02,3.48228
7715.84,3.48229
7718.65,3.48229
7721.46,3.4823
7724.28,3.4823
7727.09,3.4823
7729.9,3.48231
7732.72,3.48231
7735.53,3.48232
7738.34,3.48232
7741.16,3.48233
7743.97,3.48233
7746.78,3.48233
7749.6,3.48234
7752.41,3.48234
7755.23,3.48235
7758.04,3.48235
7760.85,3.48236
7763.67,3.48236
7766.48,3.48237
7769.29,3.48237
7772.11,3.48237
7774.92,3.48238
7777.73,3.48238
7780.55,3.48239
7783.36,3.48239
7786.17,3.4824
7788.99,3.4824
7791.8,3.4824
7794.61,3.48241
7797.43,3.48241
7800.24,3.48242
7803.05,3.48242
7805.87,3.48243
7808.68,3.48243
7811.5,3.48244
7814.31,3.48244
7817.12,3.48244
7819.94,3.48245
7822.75,3.48245
7825.56,3.48246
7828.38,3.48246
7831.19,3.48247
7834,3.48247
7836.82,3.48248
7839.63,3.48248
7842.44,3.48248
7845.26,3.48249
7848.07,3.48249
7850.88,3.4825
7853.7,3.4825
7856.51,3.48251
7859.32,3.48251
7862.14,3.48252
7864.95,3.48252
7867.77,3.48252
7870.58,3.48253
7873.39,3.48253
7876.21,3.48254
7879.02,3.48254
7881.83,3.48255
7884.65,3.48255
7887.46,3.48256
7890.27,3.48256
7893.09,3.48257
7895.9,3.48257
7898.71,3.48257
7901.53,3.48258
7904.34,3.48258
7907.15,3.48259
7909.97,3.48259
7912.78,3.4826
7915.59,3.4826
7918.41,3.48261
7921.22,3.48261
7924.04,3.48262
7926.85,3.48262
7929.66,3.48262
7932.48,3.48263
7935.29,3.48263
7938.1,3.48264
7940.92,3.48264
7943.73,3.48265
7946.54,3.48265
7949.36,3.48266
7952.17,3.48266
7954.98,3.48267
7957.8,3.48267
7960.61,3.48267
7963.42,3.48268
7966.24,3.48268
7969.05,3.48269
7971.86,3.48269
7974.68,3.4827
7977.49,3.4827
7980.31,3.48271
7983.12,3.48271
7985.93,3.48272
7988.75,3.48272
7991.56,3.48272
7994.37,3.48273
7997.19,3.48273
8000,3.48274
